Accel_X,Accel_Y,Accel_Z,modAccel_X,modAccel_Y,modAccel_Z,Displ_X,Disp_Y,Displ_Z
-1.421,-3.4202,8.9082,-0.049,0.2254,-0.2058,-0.007105,-0.017101,0.044541
-1.2642,-3.7926,9.4472,0.1568,-0.3724,0.539,-0.006321,-0.018963,0.047236
-1.3034,-3.4692,8.967,-0.0392001,0.3234,-0.4802,-0.006517,-0.017346,0.044835
-1.2642,-3.6554,9.1042,0.0392001,-0.1862,0.1372,-0.006321,-0.018277,0.045521
-1.3426,-4.1258,9.0944,-0.0784,-0.4704,-0.00980091,-0.006713,-0.020629,0.045472
-1.3034,-3.0478,8.9572,0.0391999,1.078,-0.137199,-0.006517,-0.015239,0.044786
-1.3916,-3.5966,9.1826,-0.0882,-0.5488,0.2254,-0.006958,-0.017983,0.045913
-1.2936,-3.8514,9.3492,0.098,-0.2548,0.1666,-0.006468,-0.019257,0.046746
-1.3328,-3.7142,9.065,-0.0392001,0.1372,-0.2842,-0.006664,-0.018571,0.045325
-1.2544,-3.6456,9.1924,0.0784,0.0685999,0.127399,-0.006272,-0.018228,0.045962
-1.3034,-3.479,9.1728,-0.049,0.1666,-0.0195999,-0.006517,-0.017395,0.045864
-1.127,-3.6162,9.1924,0.1764,-0.1372,0.0195999,-0.005635,-0.018081,0.045962
-1.1074,-3.6652,9.2022,0.0196,-0.0490003,0.00979996,-0.005537,-0.018326,0.046011
-0.9996,-3.6456,9.212,0.1078,0.0196002,0.00979996,-0.004998,-0.018228,0.04606
-1.1368,-3.6358,8.9768,-0.1372,0.0098002,-0.2352,-0.005684,-0.018179,0.044884
-0.784,-3.6456,9.2316,0.3528,-0.0098002,0.2548,-0.00392,-0.018228,0.046158
-1.5974,-3.4986,9.0356,-0.8134,0.147,-0.196,-0.007987,-0.017493,0.045178
-1.1074,-3.5378,9.1042,0.49,-0.0392001,0.0686007,-0.005537,-0.017689,0.045521
-0.9016,-3.7926,9.2414,0.2058,-0.2548,0.137199,-0.004508,-0.018963,0.046207
-0.9898,-3.7926,9.1728,-0.0882,0,-0.0685997,-0.004949,-0.018963,0.045864
-1.225,-3.5574,9.1336,-0.2352,0.2352,-0.0391998,-0.006125,-0.017787,0.045668
-1.1858,-3.6358,9.1238,0.0392001,-0.0783999,-0.00979996,-0.005929,-0.018179,0.045619
-1.176,-3.6554,9.0944,0.00979996,-0.0196002,-0.0294008,-0.00588,-0.018277,0.045472
-1.127,-3.724,9.212,0.049,-0.0685999,0.1176,-0.005635,-0.01862,0.04606
-1.0094,-3.7436,9.1728,0.1176,-0.0195999,-0.0391998,-0.005047,-0.018718,0.045864
-1.1172,-3.675,9.1728,-0.1078,0.0685999,0,-0.005586,-0.018375,0.045864
-1.176,-3.5476,9.1532,-0.0588,0.1274,-0.0195999,-0.00588,-0.017738,0.045766
-1.0976,-3.6848,9.114,0.0784,-0.1372,-0.0391998,-0.005488,-0.018424,0.04557
-1.2544,-3.5476,9.0454,-0.1568,0.1372,-0.0686007,-0.006272,-0.017738,0.045227
-1.0682,-3.6162,9.1826,0.1862,-0.0686002,0.1372,-0.005341,-0.018081,0.045913
-0.9702,-3.7534,9.1532,0.098,-0.1372,-0.0293999,-0.004851,-0.018767,0.045766
-0.9996,-3.7338,9.2904,-0.0294,0.0195997,0.1372,-0.004998,-0.018669,0.046452
-1.2642,-3.4594,9.0552,-0.2646,0.2744,-0.2352,-0.006321,-0.017297,0.045276
-1.4406,-3.479,9.2316,-0.1764,-0.0195999,0.176399,-0.007203,-0.017395,0.046158
-1.323,-3.7044,8.9768,0.1176,-0.2254,-0.2548,-0.006615,-0.018522,0.044884
-1.1858,-4.0964,9.3884,0.1372,-0.392,0.4116,-0.005929,-0.020482,0.046942
-0.931,-3.4888,8.967,0.2548,0.6076,-0.4214,-0.004655,-0.017444,0.044835
-1.5092,-3.7828,9.5452,-0.5782,-0.294,0.578199,-0.007546,-0.018914,0.047726
-1.4602,-3.8808,8.9964,0.0489999,-0.098,-0.5488,-0.007301,-0.019404,0.044982
