AccelX,AccelY,AccelZ,OldAX,OldAY,OldAZ,Old2AX,Old2AY,Old2AZ,AvgAX,AvgAY,AvgAZ,DX,DY,Dz
1.25222,20.6889,61.5658,0,0,0,0,0,0,-0.834815,-13.7926,-41.0439,-0.00417407,-0.068963,-0.205219
1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,0,0,0,-0.00417407,-0.068963,-0.205219
1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,0,0,0,-0.00417407,-0.068963,-0.205219
1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,0,0,0,-0.00417407,-0.068963,-0.205219
1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,0,0,0,-0.00417407,-0.068963,-0.205219
1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,0,0,0,-0.00417407,-0.068963,-0.205219
1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,0,0,0,-0.00417407,-0.068963,-0.205219
1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,0,0,0,-0.00417407,-0.068963,-0.205219
1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,0,0,0,-0.00417407,-0.068963,-0.205219
1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,0,0,0,-0.00417407,-0.068963,-0.205219
1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,0,0,0,-0.00417407,-0.068963,-0.205219
1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,0,0,0,-0.00417407,-0.068963,-0.205219
1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,0,0,0,-0.00417407,-0.068963,-0.205219
1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,0,0,0,-0.00417407,-0.068963,-0.205219
1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,0,0,0,-0.00417407,-0.068963,-0.205219
1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,0,0,0,-0.00417407,-0.068963,-0.205219
1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,0,0,0,-0.00417407,-0.068963,-0.205219
1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,0,0,0,-0.00417407,-0.068963,-0.205219
1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,0,0,0,-0.00417407,-0.068963,-0.205219
1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,0,0,0,-0.00417407,-0.068963,-0.205219
1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,0,0,0,-0.00417407,-0.068963,-0.205219
1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,0,0,0,-0.00417407,-0.068963,-0.205219
1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,0,0,0,-0.00417407,-0.068963,-0.205219
1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,0,0,0,-0.00417407,-0.068963,-0.205219
1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,0,0,0,-0.00417407,-0.068963,-0.205219
1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,1.25222,20.6889,61.5658,0,0,0,-0.00417407,-0.068963,-0.205219
