0, 13.403567622092263
17, 5.349947984248567
34, 5.500956635986201
51, 5.451143318859304
68, 5.397306385881334
84, 5.349373401998063
100, 5.301660319751842
116, 5.254339682711788
132, 5.207433427402355
148, 5.160943988335388
165, 5.108856439019037
182, 5.057367814612855
198, 5.012290099750734
215, 4.96170268063796
231, 4.917477668448307
248, 4.867847159217461
264, 4.824458706756696
281, 4.775767007721183
297, 4.733199290814652
313, 4.690943007758792
330, 4.64359885473702
347, 4.596799212498012
364, 4.550471215719341
380, 4.509911605979918
397, 4.464394528948726
413, 4.424602160066036
430, 4.379946083636323
447, 4.335803616524818
464, 4.292106015935004
481, 4.248848813592401
498, 4.206027571020487
514, 4.168538082845163
531, 4.126466378208478
547, 4.089686055313864
563, 4.0531748245489325
579, 4.016989566014121
595, 3.9811273561953975
612, 3.9409471403085123
629, 3.9012290419070643
646, 3.861911221369041
663, 3.822989658268845
680, 3.784460358995368
697, 3.7463193701896698
713, 3.7129273884781426
730, 3.675454015002597
747, 3.6384116393936172
764, 3.601742575787137
780, 3.5696392470700626
797, 3.533612034393207
813, 3.502115984335555
830, 3.4667702620752134
846, 3.435869991006981
863, 3.401192868099578
880, 3.3669145821451276
897, 3.332981751776638
913, 3.3032739626901613
930, 3.2699350885500196
947, 3.236979659568288
964, 3.2043563544577727
981, 3.1720618373400753
998, 3.140092794583061
1015, 3.109190756105723
1032, 3.077110359380762
1049, 3.0460984461644887
1065, 3.0189477273615295
1086, 2.972303588255486
1103, 2.9425201466650566
1120, 2.9128644563854977
1136, 2.8869012890718166
1152, 2.8611280835675483
1169, 2.8322516539073828
1185, 2.807007020651948
1202, 2.778676808009488
1219, 2.7506724336932513
1237, 2.7195537498163835
1254, 2.692184419514151
1271, 2.6650517238041567
1288, 2.6381924893788047
1304, 2.614677549339832
1321, 2.588288455755997
1337, 2.565218333180939
1353, 2.542316996193593
1370, 2.5166582225315377
1386, 2.4942265598050106
1402, 2.4719590115694285
1419, 2.4470103380268626
1436, 2.422348602171279
1452, 2.4007575384531368
1468, 2.3793244476721362
1484, 2.358082711501336
1501, 2.334283354196226
1518, 2.310757716155937
1534, 2.2901612928987745
1551, 2.2670474367769597
1567, 2.246840623222774
1584, 2.2241639885862026
1600, 2.2043394069289253
1617, 2.1820917233018426
1633, 2.162642143246484
1649, 2.143334860172407
1665, 2.1241999525014474
1681, 2.1052358742678217
1698, 2.08398841736613
1714, 2.0654132588937553
1731, 2.0445677118792593
1748, 2.023961918735809
1764, 2.0059217858204392
1781, 1.9856766669753834
1799, 1.9632124779519218
1815, 1.9457421144123022
1832, 1.9261043631250183
1848, 1.9089364683925458
1865, 1.8896701909402218
1882, 1.8706255034800692
1898, 1.853952100485052
1914, 1.8374006899253161
1931, 1.818856405911993
1947, 1.8026444415379248
1963, 1.7865510871087757
1980, 1.768520011500008
1996, 1.752756709169998
2012, 1.7375000216320218
2028, 1.7215968830941075
2044, 1.7062271855880955
2061, 1.6890067928163486
2078, 1.671984453868527
2094, 1.6570815935424519
2110, 1.6422877713188178
2127, 1.6257126981570877
2144, 1.6093282568999445
2161, 1.5931089375747138
2178, 1.5770530816823753
2194, 1.5629963709596635
2210, 1.549042507409262
2227, 1.5334085281887146
2244, 1.5179543572384695
2260, 1.5044244098068746
2277, 1.489240741537638
2294, 1.4742317073625288
2311, 1.4593739338047886
2327, 1.446366129906473
2343, 1.4334534987605365
2360, 1.4189861215865434
2376, 1.4063383103708331
2392, 1.393783033049042
2408, 1.3813398492300692
2425, 1.3673984380695186
2441, 1.3552104419797233
2457, 1.3431116156852467
2473, 1.3311208076992864
2489, 1.3192370492490146
2506, 1.305922421330295
2523, 1.2927609265453157
2539, 1.2812381905062724
2555, 1.2697997615898315
2572, 1.2569840880418222
2589, 1.2443158090925177
2606, 1.231775200697317
2623, 1.2193609805221068
2640, 1.207071874785369
2656, 1.1963129089886828
2673, 1.1842389102966306
2690, 1.17230378001153
2707, 1.1604889316282592
2723, 1.1501451725003808
2739, 1.139877094404735
2756, 1.1283726878292821
2773, 1.1170005948137882
2790, 1.1057431094275172
2807, 1.0945990805414996
2824, 1.083567364704277
2841, 1.0726468299894167
2857, 1.0630860318324502
2873, 1.0535951861042459
2890, 1.0429615946000548
2907, 1.0324503013072444
2923, 1.0232477859379159
2940, 1.012920477475196
2957, 1.0027119479614233
2973, 0.9937744987685276
2989, 0.9849024412171938
3006, 0.9751957557430789
3023, 0.9651337591713646
3040, 0.9554068917906525
3057, 0.9457779988551441
3074, 0.9362461489624002
3090, 0.9279011278378251
3106, 0.9196171638013939
3123, 0.9103357686421529
3140, 0.9011611199219332
3157, 0.8920789330499617
3174, 0.8830882793314274
3190, 0.8752170690155784
3206, 0.8674034491090145
3223, 0.8586490298891892
3240, 0.8499952962948891
3256, 0.8424190528978902
3272, 0.8348982417592359
3288, 0.8274445764139032
3305, 0.8190934490220555
3322, 0.8108383689486648
3339, 0.8026664833369185
3355, 0.795512094753465
3372, 0.7874832488558758
3389, 0.7795467462712039
3405, 0.7725984303042409
3422, 0.7648008445999651
3438, 0.7579839655959317
3455, 0.750333878949576
3471, 0.7436459479652655
3488, 0.7361405702866316
3504, 0.7295791481425086
3521, 0.7222157421181173
3538, 0.7149370258884863
3554, 0.7085645942464956
3571, 0.7014132813083174
3587, 0.6951613929843681
3603, 0.6889552447140967
3619, 0.6828045049291018
3635, 0.6767086766929202
3652, 0.6698788774201737
3669, 0.6631276284885903
3686, 0.6564444184512824
3702, 0.6505933476135967
3718, 0.6447850866553098
3734, 0.6390286818442665
